Id,price,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,reviews_per_month
543,79,t,2,t,-33.90014283,151.1726265,Apartment,Private room,2,1,1,1,0,25,30,1,30,49,100,10,10,10,10,10,10,f,f,moderate,5.19
544,49,t,2,f,-33.97196555,151.1364285,House,Private room,2,2,1,1,,25,20,1,1125,35,99,10,10,10,10,10,10,f,f,moderate,5.38
545,37,f,2,f,-33.87350961,151.1969368,Apartment,Entire home/apt,2,1,1,1,,,0,4,1125,1,100,10,8,10,10,10,10,f,f,flexible,1
546,155,f,1,f,-33.75798953,151.0398996,House,Private room,2,1,1,1,2000,500,0,2,1125,0,,,,,,,,t,f,strict,
547,319,f,1,t,-33.88808178,151.1482017,House,Entire home/apt,6,2,3,4,500,125,0,3,1125,4,95,10,10,10,10,10,10,f,f,strict,0.22
548,221,f,1,t,-33.72945481,151.2980008,Apartment,Entire home/apt,4,1,2,3,,,0,2,1125,0,,,,,,,,t,f,flexible,
549,80,f,1,t,-33.80932845,151.0853247,Apartment,Entire home/apt,4,1,2,2,200,40,0,3,1125,0,,,,,,,,f,f,moderate,
550,41,f,1,f,-33.9009639,151.0199975,House,Private room,3,1,1,2,0,0,10,2,22,48,91,10,9,10,9,9,10,t,f,moderate,3.12
551,250,f,1,t,-33.79864322,151.2825017,Apartment,Entire home/apt,2,1,1,1,,30,0,7,14,0,,,,,,,,t,f,strict,
552,260,f,1,t,-33.90355539,151.1925012,House,Entire home/apt,6,2,3,3,300,55,0,2,1125,2,100,9,10,10,10,9,10,f,f,moderate,2
553,134,f,129,t,-33.87282208,151.2179587,Apartment,Entire home/apt,3,1,1,1,500,201,0,7,1125,3,73,8,9,9,9,7,7,f,f,strict,0.11
554,25,f,13,f,-33.92180208,151.2290706,Villa,Shared room,1,2,1,1,200,0,0,30,46,0,,,,,,,,f,f,strict,
555,105,f,2,t,-33.90075482,151.2600626,Apartment,Entire home/apt,2,1,1,1,500,19,10,5,1125,3,100,10,9,10,10,10,10,f,f,moderate,0.16
556,71,f,2,t,-33.885208,151.2737193,Apartment,Private room,2,1,1,1,,,0,5,1125,1,100,10,10,10,10,10,10,f,f,flexible,0.09
557,44,f,2,t,-33.84316497,151.0856694,Apartment,Private room,1,1,1,1,150,15,0,1,15,9,96,10,10,10,10,10,10,t,f,flexible,2.39
558,189,f,1,f,-33.80541958,150.9776144,Apartment,Entire home/apt,4,2,2,2,200,100,50,2,90,0,,,,,,,,f,f,strict,
559,100,f,1,t,-33.89711575,151.1823785,Apartment,Entire home/apt,2,1,0,1,0,15,0,2,1125,0,,,,,,,,t,f,moderate,
560,118,f,1,t,-33.9185719,151.1996365,Apartment,Private room,2,1,1,1,,,0,1,1125,3,100,9,10,10,10,10,10,t,f,flexible,2
561,103,f,1,f,-33.81679795,151.0654518,In-law,Entire home/apt,3,1.5,2,3,500,80,20,2,1125,1,80,10,8,10,10,8,10,t,f,strict,1
562,98,t,1,t,-33.8066575,151.1352464,Apartment,Entire home/apt,2,1,1,1,,35,0,3,10,46,96,10,10,10,10,10,10,f,f,strict,1.72
563,49,f,1,f,-33.74986401,151.2876364,Apartment,Private room,2,2,1,1,,,0,1,1125,3,70,10,9,8,8,9,10,f,f,flexible,2.2
564,110,f,1,f,-33.92853594,151.1555895,Apartment,Entire home/apt,2,1,1,1,,100,0,7,43,0,,,,,,,,f,f,flexible,
565,300,f,2,f,-33.89003781,151.2544724,Apartment,Entire home/apt,4,1,2,2,,,0,3,1125,1,100,10,10,10,10,10,10,t,f,strict,1
566,198,f,38,t,-33.92465405,151.2539396,Apartment,Entire home/apt,4,2,2,2,,180,0,1,1125,5,75,9,10,9,7,10,9,f,f,strict,0.45
567,134,t,1,t,-33.85315627,151.1759341,Apartment,Entire home/apt,2,1,1,1,500,60,0,3,1125,29,98,10,10,10,10,10,10,f,f,moderate,3.39
568,150,f,1,t,-33.90188503,151.2058789,Apartment,Entire home/apt,2,1,1,1,500,100,50,2,60,29,98,10,10,10,10,9,10,f,f,strict,0.39
569,93,f,1,t,-33.87266506,151.2268617,Apartment,Entire home/apt,2,1,1,1,1000,,0,6,14,1,80,4,4,10,10,10,8,f,f,flexible,0.03
570,75,f,1,f,-33.87962083,151.2266687,Townhouse,Private room,2,1,1,1,,,0,7,7,0,,,,,,,,t,f,flexible,
571,60,f,1,f,-33.92898929,151.1860308,Apartment,Private room,2,1,1,1,,20,0,1,20,2,100,10,10,10,10,9,10,f,f,flexible,1.05
572,300,f,1,t,-33.7899469,151.2808578,House,Entire home/apt,6,1.5,3,5,500,150,50,5,1125,8,93,10,10,10,10,10,9,f,f,strict,0.29
573,79,f,1,f,-33.90734945,151.2633967,House,Private room,3,1,0,2,0,0,15,2,7,4,100,10,10,10,10,10,10,f,f,moderate,3.24
574,60,t,1,t,-33.99156362,151.0203828,House,Private room,2,1,1,1,150,20,15,1,14,8,95,10,10,10,10,10,9,t,f,strict,8
575,110,f,1,t,-33.89442226,151.2138855,Apartment,Entire home/apt,2,1,0,2,250,50,0,2,1125,8,95,10,10,10,10,10,10,f,f,moderate,4.29
576,200,f,2,t,-33.79508277,151.2806843,Apartment,Entire home/apt,6,1,3,3,500,125,25,2,1125,6,97,10,10,10,10,9,9,f,f,strict,0.24
577,300,f,1,f,-33.79874354,151.2806715,Apartment,Entire home/apt,4,1,2,2,,80,0,3,1125,0,,,,,,,,f,f,moderate,
578,169,t,2,f,-33.65268393,151.3195106,Apartment,Entire home/apt,4,1,2,2,500,100,0,4,35,1,100,10,10,10,10,10,10,f,f,strict,1
579,250,f,1,t,-33.85270339,151.1794638,House,Entire home/apt,5,1.5,3,3,300,150,0,1,1125,0,,,,,,,,f,f,flexible,
580,65,f,1,f,-33.94556644,151.2537246,Apartment,Private room,1,1,1,1,130,0,0,1,1125,5,100,10,10,10,10,10,9,f,f,strict,0.17
581,49,f,1,f,-33.92129617,151.2487997,Apartment,Private room,1,1,3,1,0,0,0,7,28,0,,,,,,,,f,f,strict,
582,60,f,1,f,-33.82995284,151.0855307,Condominium,Private room,2,1,1,2,1200,50,6,3,1125,1,80,10,6,10,10,10,8,t,f,moderate,1
583,161,f,1,f,-33.79755189,151.286343,Apartment,Entire home/apt,2,1,1,1,0,45,0,3,28,6,97,10,9,10,10,10,10,f,f,moderate,1.27
584,90,f,1,f,-33.92563065,151.25343,Apartment,Private room,2,1,1,1,,,0,1,1125,0,,,,,,,,t,f,flexible,
585,42,f,1,f,-33.7596481,151.1529447,Other,Private room,4,1,1,3,,10,10,14,365,17,85,9,9,10,9,10,10,f,f,moderate,1.34
586,80,f,1,t,-33.86888344,151.2218637,Apartment,Private room,1,1,1,1,,,0,1,1125,1,,,,,,,,f,f,flexible,0.03
587,175,f,1,t,-33.78464785,151.2884223,Apartment,Entire home/apt,4,1,2,2,500,75,0,3,1125,1,100,10,10,10,10,10,10,f,f,strict,0.29
588,66,f,1,t,-33.8803555,151.2224153,Apartment,Private room,1,1.5,1,1,,10,0,6,17,2,,,,,,,,f,f,moderate,0.12
589,100,f,5,t,-33.89061103,151.2827101,Apartment,Entire home/apt,2,1,0,1,500,100,0,2,365,45,96,10,10,10,10,10,9,t,t,strict,1.28
590,420,t,8,f,-33.60374098,151.3205056,House,Entire home/apt,6,1,3,3,1500,250,0,2,1125,3,100,10,10,10,10,10,10,f,f,strict,3
591,150,f,198,f,-33.89444262,151.2722753,Apartment,Entire home/apt,2,1,1,1,250,170,0,3,1125,0,,,,,,,,t,f,strict,
592,68,f,4,t,-33.9215344,151.2298753,Apartment,Private room,2,1,1,2,0,45,25,1,1125,5,100,10,9,10,10,10,10,f,f,strict,0.21
593,250,f,3,f,-33.70438612,151.2935501,Vacation home,Entire home/apt,4,1,2,2,500,150,20,5,200,0,,,,,,,,f,f,moderate,
594,300,f,3,t,-33.89127806,151.2719365,Apartment,Entire home/apt,6,2,3,3,0,100,0,5,11,1,60,6,4,10,10,10,10,f,f,strict,0.08
595,150,t,1,t,-33.92258981,151.2180146,Apartment,Entire home/apt,4,1,1,2,600,100,0,1,1125,23,96,10,10,10,10,9,9,f,f,strict,0.99
596,330,f,1,f,-33.88169232,151.1750264,House,Entire home/apt,6,2,4,4,,150,0,4,1125,9,100,10,10,10,10,10,10,f,f,strict,0.24
597,18,f,4,f,-33.88355291,151.196682,Apartment,Shared room,1,1,1,4,0,69,0,14,1125,0,,,,,,,,f,f,flexible,
598,170,f,91,t,-33.91511082,151.2355289,Apartment,Entire home/apt,4,1,2,3,,295,0,10,1125,0,,,,,,,,f,f,strict,
599,250,f,1,t,-33.87434442,151.1718539,House,Entire home/apt,6,1,3,4,,75,50,2,7,26,95,10,9,10,10,10,9,f,f,moderate,2.23
600,199,f,198,f,-33.87131029,151.1971133,Apartment,Entire home/apt,4,2,2,2,250,230,0,2,1125,51,90,9,9,9,9,10,9,t,f,strict,2.5
601,120,f,1,f,-33.89553519,151.2685293,Apartment,Private room,2,1,1,1,0,20,20,2,15,0,,,,,,,,f,f,moderate,
602,96,f,1,t,-33.87449663,151.1954191,Apartment,Private room,2,1,1,1,200,48,0,2,5,18,95,10,10,10,10,10,10,f,f,moderate,1.16
603,100,f,1,f,-33.89150518,151.1994871,Apartment,Private room,2,1,1,1,150,20,0,11,1125,13,94,10,9,10,10,10,10,f,f,flexible,2.36
604,150,f,2,f,-33.7957467,151.275354,Apartment,Entire home/apt,2,1,1,1,,,0,2,15,0,,,,,,,,t,f,flexible,
605,250,f,3,f,-33.92210172,151.1939992,Apartment,Entire home/apt,8,2,3,3,1200,150,40,2,1125,0,,,,,,,,t,f,strict,
606,300,f,1,f,-33.88980773,151.2065363,Apartment,Entire home/apt,2,1,1,1,0,50,0,3,1125,0,,,,,,,,t,f,strict,
607,110,f,1,f,-33.8212929,151.2020602,Apartment,Entire home/apt,3,1,1,1,250,25,0,2,1125,0,,,,,,,,t,f,flexible,
608,30,f,2,t,-33.79840705,151.0767137,House,Private room,1,2.5,1,1,,10,0,1,1125,26,93,10,10,10,9,9,9,f,f,moderate,2.06
609,160,f,1,t,-33.83492883,151.215982,Apartment,Entire home/apt,4,1,1,1,,45,10,2,95,2,100,10,9,10,10,10,10,f,f,flexible,0.33
610,150,f,1,f,-33.90138436,151.2085981,Apartment,Entire home/apt,4,2,2,2,500,80,50,3,7,0,,,,,,,,f,f,strict,
611,38,f,2,f,-33.96055459,150.959534,House,Private room,2,1,1,1,200,50,35,1,365,1,100,10,10,10,10,10,10,t,f,moderate,1
612,139,f,1,f,-33.90234172,151.1954196,Apartment,Entire home/apt,2,1,1,1,250,,0,4,24,3,100,10,10,10,9,10,10,f,f,strict,0.48
613,70,f,14,f,-33.88954426,151.1994685,Apartment,Private room,1,1,1,1,,,0,1,1125,0,,,,,,,,f,f,flexible,
614,65,f,2,f,-33.87197388,151.2241807,Apartment,Private room,2,1,1,1,200,22,11,5,90,58,92,10,9,10,10,10,9,t,f,strict,1.6
615,57,f,1,f,-33.91413413,151.1166993,Apartment,Private room,2,1,1,1,,,0,2,1125,0,,,,,,,,f,f,flexible,
616,49,f,2,t,-33.88737054,151.2761343,Apartment,Private room,2,1,1,1,,40,0,3,30,0,,,,,,,,t,f,strict,
617,248,t,1,f,-33.87701757,151.2141686,House,Entire home/apt,6,1,3,4,300,195,20,2,1125,11,100,10,10,10,10,10,10,t,t,strict,6.47
618,200,f,1,f,-33.74831472,151.289512,Apartment,Entire home/apt,4,2,2,2,,,0,6,28,1,100,10,10,10,10,8,10,f,f,flexible,1
619,150,f,1,f,-33.88572742,151.2761977,Apartment,Entire home/apt,2,1,1,1,0,60,0,2,1125,3,100,10,10,10,10,10,10,f,f,moderate,0.83
620,200,f,4,f,-33.8805188,151.2152691,Apartment,Entire home/apt,4,1,0,2,130,20,20,1,1125,0,,,,,,,,f,f,flexible,
621,65,f,2,f,-33.90302364,151.1842925,House,Private room,1,1,1,1,,,0,8,1125,0,,,,,,,,t,f,flexible,
622,41,f,1,t,-33.83485499,151.2135835,House,Private room,2,2,1,2,0,0,20,2,30,2,80,8,10,10,10,10,8,f,f,strict,0.9
623,120,t,3,f,-33.69573799,151.2904135,Bungalow,Entire home/apt,4,1,2,3,300,100,25,2,90,26,90,9,9,10,10,9,9,f,f,strict,0.46
624,250,f,1,t,-33.89432894,151.2667869,Apartment,Entire home/apt,4,1,2,4,0,125,0,2,15,0,,,,,,,,f,f,moderate,
625,120,f,1,t,-33.88579737,151.2149024,Apartment,Entire home/apt,4,1,2,2,500,200,0,5,15,0,,,,,,,,f,f,flexible,
626,199,f,1,t,-33.87787099,151.1893731,House,Entire home/apt,4,2,2,2,500,65,0,4,1125,7,100,10,10,10,10,10,10,f,f,moderate,0.28
627,300,f,1,f,-33.92053695,151.2523628,House,Entire home/apt,6,2,3,4,,,0,7,21,1,100,10,10,10,10,10,10,f,f,flexible,1
628,310,f,1,f,-33.92075836,151.1843365,Apartment,Entire home/apt,8,2,3,5,800,135,0,2,1125,1,100,10,10,10,10,10,10,t,f,strict,1
629,350,f,1,f,-33.88208418,151.183896,House,Entire home/apt,6,1,3,3,500,50,0,3,1125,1,100,10,10,10,10,10,10,f,f,strict,0.04
630,49,f,1,t,-33.87517286,151.2255007,Apartment,Entire home/apt,1,1,0,1,,,0,5,1125,1,80,10,4,8,10,10,10,f,f,moderate,0.08
631,115,f,1,t,-33.77897139,151.2807018,Apartment,Entire home/apt,2,1,1,1,250,75,0,3,1125,2,100,10,10,10,10,9,9,f,f,moderate,0.07
632,300,f,2,t,-33.88622518,151.2337279,House,Entire home/apt,6,2,3,3,500,150,50,4,62,33,91,10,9,10,10,10,9,f,f,strict,1.26
633,179,f,143,f,-33.87237016,151.2028694,Apartment,Entire home/apt,4,1,1,2,199,69,19,1,1125,97,91,9,9,9,9,10,9,t,t,strict,7.64
634,150,t,1,f,-33.91694328,151.2433429,Apartment,Entire home/apt,4,1,2,5,,,25,2,1125,23,98,10,10,10,10,10,10,f,f,moderate,1.15
635,55,f,1,t,-33.92388277,151.2337812,Apartment,Private room,2,1,1,1,400,0,0,2,60,112,97,10,10,10,10,9,10,f,f,moderate,2.4
636,300,f,2,t,-33.84419574,151.223455,Apartment,Entire home/apt,2,1,1,1,400,,0,2,30,8,85,9,9,10,9,9,9,f,f,strict,0.32
637,200,f,2,t,-33.90375587,151.2651153,House,Private room,2,1,1,1,200,,20,4,1125,16,95,10,10,10,9,10,10,f,f,moderate,0.54
638,401,f,1,t,-33.87083477,151.2286005,Apartment,Entire home/apt,5,2,2,4,1000,100,0,5,20,0,,,,,,,,f,f,flexible,
639,120,f,1,f,-33.88534737,151.2108496,Apartment,Entire home/apt,2,1,1,1,200,60,0,2,1125,0,,,,,,,,f,f,strict,
640,60,f,1,t,-34.04937134,151.1508085,Apartment,Private room,3,1,1,1,,20,20,1,7,0,,,,,,,,f,f,flexible,
641,201,t,2,t,-33.84393595,151.2082331,Boat,Entire home/apt,6,1,2,2,200,0,50,1,30,52,100,10,10,10,10,10,10,f,f,moderate,6
642,221,f,1,t,-34.09254562,151.1559088,House,Entire home/apt,6,1,2,3,,70,50,2,1125,10,96,10,10,10,10,10,10,f,f,moderate,0.46
643,80,f,1,f,-33.90446416,151.2602915,Apartment,Entire home/apt,2,1,1,1,250,80,0,3,30,1,100,10,10,10,10,10,8,t,f,moderate,0.3
644,295,f,1,t,-33.47003289,151.1628629,House,Entire home/apt,4,1,2,2,300,150,50,2,30,18,92,10,9,9,10,10,9,t,f,strict,0.57
645,79,f,5,t,-33.79118761,151.2846072,Boutique hotel,Private room,2,0,1,1,127,55,0,2,1125,2,90,9,9,10,10,9,8,t,f,moderate,0.16
646,79,f,1,f,-33.89192952,151.244918,House,Private room,2,1,1,1,,,0,1,1125,0,,,,,,,,f,f,flexible,
647,74,f,1,f,-33.90341254,151.1409784,Apartment,Entire home/apt,2,1,2,2,,65,0,4,1125,3,87,9,9,9,9,9,9,f,f,strict,0.24
648,94,f,5,t,-33.91158814,151.1791179,Cabin,Entire home/apt,3,1,1,2,150,,25,2,1125,1,100,10,8,10,10,10,10,f,f,moderate,0.27
649,67,f,1,f,-33.91542887,151.2038234,Apartment,Private room,2,2,1,1,,,0,4,1125,2,100,10,10,10,10,10,10,f,f,flexible,0.08
650,235,f,2,t,-33.91309,151.2475939,Apartment,Entire home/apt,6,1,2,2,300,50,0,7,1125,0,,,,,,,,f,f,flexible,
651,66,f,1,t,-33.92976512,151.1871612,Apartment,Private room,2,1,1,1,,,0,1,30,33,85,9,8,10,10,9,9,f,f,moderate,2.97
652,150,f,1,f,-33.89256929,151.2577708,House,Private room,2,2.5,1,1,500,40,0,2,1125,0,,,,,,,,f,f,flexible,
653,35,t,1,f,-33.89119551,151.1212978,Apartment,Private room,1,1,1,1,0,20,50,2,45,36,96,10,10,10,10,10,10,t,f,strict,2.55
654,91,f,1,t,-33.95157414,151.2274722,Apartment,Entire home/apt,6,1,2,3,200,50,20,1,5,5,92,10,9,8,10,9,10,f,f,flexible,0.24
655,160,f,38,t,-33.82913057,151.0771533,Apartment,Entire home/apt,6,2,2,3,,167,0,1,1125,9,75,10,8,10,8,9,8,f,f,strict,0.51
656,401,f,1,t,-33.78687911,151.2907684,Apartment,Entire home/apt,6,1.5,3,3,500,150,0,7,1125,0,,,,,,,,f,f,strict,
657,150,f,3,f,-33.88671586,151.1980786,Apartment,Entire home/apt,2,1,1,1,300,60,0,1,1125,0,,,,,,,,f,f,flexible,
658,120,f,1,t,-33.87414557,151.2261163,Apartment,Entire home/apt,2,1,1,1,1000,,0,14,14,1,80,10,10,10,8,8,8,f,f,strict,0.03
659,195,f,1,t,-33.86245524,151.2792044,Apartment,Entire home/apt,4,2,2,2,,60,0,2,13,4,87,8,8,10,10,9,9,f,f,flexible,0.36
660,319,f,22,f,-33.89288984,151.2541815,Apartment,Entire home/apt,5,2,2,3,250,0,30,3,180,8,88,9,8,9,9,10,9,t,f,strict,0.5
661,91,f,2,t,-33.88714394,151.278357,Apartment,Entire home/apt,2,1,1,1,,127,63,2,20,1,40,4,2,8,2,10,4,f,f,strict,0.29
662,90,f,1,t,-33.877033,151.1951905,Apartment,Entire home/apt,2,1,0,1,,30,0,1,35,4,85,9,9,10,10,9,9,f,f,moderate,0.17
663,70,f,1,f,-33.89316899,151.1904999,House,Private room,2,1,1,1,,,0,1,1125,0,,,,,,,,f,f,flexible,
664,169,f,1,t,-33.8824676,151.2169549,Apartment,Entire home/apt,4,1,1,2,,10,25,3,21,16,91,9,9,9,10,9,9,f,f,strict,0.43
665,60,f,3,f,-33.94828648,151.2293195,House,Private room,4,3,1,1,300,30,28,1,1125,18,96,9,10,10,9,9,9,f,f,strict,0.74
666,201,f,2,f,-33.93181192,151.1935138,Apartment,Entire home/apt,8,2,3,4,200,,0,1,30,6,100,10,10,10,10,10,10,t,f,moderate,0.97
667,80,f,1,f,-33.74663321,151.1451569,Townhouse,Private room,2,1,0,1,,,0,2,1125,0,,,,,,,,f,f,flexible,
668,312,f,205,t,-33.89007871,151.2682024,Apartment,Entire home/apt,6,2,3,4,500,370,0,3,1125,32,83,9,8,9,8,9,8,t,f,strict,0.85
669,139,f,1,t,-33.8887719,151.2761706,Apartment,Entire home/apt,2,1,1,1,500,120,0,5,1125,14,92,9,9,9,10,10,9,f,t,strict,0.63
670,200,f,1,f,-33.89091436,151.2731292,Apartment,Entire home/apt,2,1,1,1,0,70,0,10,1125,0,,,,,,,,f,f,strict,
671,95,f,1,t,-33.89286905,151.1053595,House,Private room,2,2,1,1,,,0,1,5,6,97,10,9,10,10,9,10,f,f,flexible,0.54
672,44,f,2,t,-33.93341837,151.1347356,House,Private room,2,2,1,1,,40,0,1,1125,6,83,9,7,9,9,8,9,f,f,strict,1.71
673,60,f,1,f,-33.75590259,151.2933973,Apartment,Private room,2,1,1,2,,,0,1,5,0,,,,,,,,f,f,flexible,
674,55,f,1,f,-33.74033229,150.8463067,House,Private room,4,2,1,2,,,49,5,30,5,95,9,10,10,10,9,9,f,f,strict,0.13
675,350,t,1,t,-33.84217848,151.1699412,Boat,Entire home/apt,6,2,3,4,1000,60,40,1,1,6,90,9,9,9,10,10,10,f,f,flexible,1.33
676,95,f,1,f,-33.90909038,151.2067936,Apartment,Private room,2,1,0,1,150,20,0,1,1125,2,100,10,10,10,10,10,10,f,f,flexible,0.97
677,95,t,1,t,-33.76745034,151.2771011,House,Private room,2,1,1,1,,,40,1,1125,88,98,10,10,10,10,10,10,t,f,moderate,4.25
678,89,f,1,f,-33.87753572,151.1992579,Apartment,Private room,2,1,1,1,,,0,1,1125,1,100,10,10,10,10,10,10,f,f,moderate,1
679,39,f,1,f,-33.92291371,151.0119766,House,Private room,2,1,1,1,,10,20,3,90,0,,,,,,,,f,f,moderate,
680,85,f,1,f,-33.92887624,151.1504338,Apartment,Private room,2,1,1,1,200,20,0,1,60,2,,,,,,,,f,f,strict,0.11
681,115,f,20,f,-33.88838802,151.1825527,Other,Private room,3,0,1,2,150,,0,1,1125,0,,,,,,,,f,f,flexible,
682,60,f,3,t,-33.89651001,151.2718401,Apartment,Private room,2,1,1,1,,25,15,2,10,20,95,10,10,10,10,10,9,f,f,strict,0.97
683,250,f,1,f,-33.83505878,151.2167159,House,Entire home/apt,4,1,2,4,500,100,0,7,1125,1,100,10,10,10,10,10,10,f,f,moderate,0.02
684,139,f,1,t,-33.87040072,151.2236226,Apartment,Entire home/apt,6,2,2,4,0,200,0,4,1125,8,93,9,9,10,10,10,9,t,f,strict,3.81
685,82,f,1,f,-33.90402625,151.1756822,Apartment,Entire home/apt,2,1,0,1,,,0,3,9,0,,,,,,,,f,f,flexible,
686,129,f,1,f,-33.80794331,151.1612123,Apartment,Entire home/apt,2,1,1,1,,100,0,7,30,2,100,10,10,10,10,10,10,f,f,strict,0.04
687,208,f,3,f,-33.90190058,151.2543838,Apartment,Entire home/apt,6,2,2,2,500,,35,7,350,3,100,9,10,10,10,10,10,f,f,strict,0.14
688,150,f,1,t,-33.89350303,151.203941,Apartment,Entire home/apt,2,1,1,1,,,0,5,1125,0,,,,,,,,f,f,flexible,
689,75,f,1,t,-33.80987901,151.1820932,Apartment,Private room,2,1,1,1,,30,0,1,5,0,,,,,,,,f,f,moderate,
690,120,f,1,f,-33.83280035,151.2450067,Apartment,Entire home/apt,2,1,2,1,,50,0,3,1125,0,,,,,,,,f,f,flexible,
691,60,f,1,t,-33.94603792,151.2565416,Apartment,Private room,1,1,0,1,,,0,1,1125,0,,,,,,,,t,f,flexible,
692,48,f,1,f,-33.87931355,151.2075285,Apartment,Shared room,1,1,1,1,,,0,1,1125,0,,,,,,,,f,f,flexible,
693,150,f,1,t,-33.8952688,151.2142136,Apartment,Private room,2,1,1,1,200,20,0,1,3,2,90,10,8,10,10,9,10,f,f,flexible,0.53
694,250,f,3,t,-33.80556529,151.1942063,House,Private room,4,1,1,2,1000,,0,2,1125,0,,,,,,,,f,f,moderate,
695,180,t,1,f,-33.80248789,151.2897785,Apartment,Entire home/apt,3,1,2,2,506,100,0,6,60,11,95,10,9,10,10,10,9,f,f,flexible,0.46
696,120,f,2,t,-33.88179104,151.234683,Bed & Breakfast,Private room,2,1,1,1,,30,0,3,1125,17,99,10,10,10,10,10,10,f,f,moderate,0.48
697,110,f,3,f,-33.88751389,151.2762132,Apartment,Private room,2,1,1,1,0,60,25,1,1125,3,100,10,9,10,10,10,10,t,f,moderate,3
698,65,f,1,f,-33.89051329,151.1948987,Townhouse,Private room,2,1,1,1,800,30,10,2,1125,1,,,,,,,,f,f,flexible,0.91
699,190,f,36,t,-33.87631087,151.2128529,Other,Entire home/apt,5,1,1,2,1200,125,10,3,1125,13,88,10,10,10,10,10,9,t,f,strict,2.15
700,55,f,2,f,-33.92914603,150.9546208,House,Private room,2,1,1,2,,,35,1,1125,1,60,10,6,10,10,6,6,f,f,flexible,0.08
701,75,f,1,t,-33.83108642,151.2188596,Apartment,Entire home/apt,1,1,1,1,200,,0,1,1125,1,100,10,10,10,10,10,10,f,f,moderate,0.04
702,150,f,20,f,-33.92040668,151.1846034,Apartment,Entire home/apt,4,2,2,2,500,120,20,2,1125,1,100,10,10,10,10,10,10,f,f,strict,1
703,250,f,1,t,-33.82493231,151.1982894,Apartment,Entire home/apt,4,2,2,3,,60,0,2,62,33,98,10,10,10,10,10,10,t,f,strict,1.74
704,100,t,2,f,-33.92282508,151.256222,Apartment,Private room,2,1,1,1,,,0,1,1125,25,99,10,10,10,10,10,10,t,f,flexible,2.48
705,60,f,1,f,-33.87196225,151.1985736,Apartment,Shared room,1,1,1,1,,,0,7,1125,0,,,,,,,,t,f,flexible,
706,49,f,1,f,-33.91963915,151.2490631,Apartment,Private room,1,1,1,1,,20,0,1,1125,1,100,10,10,10,10,8,10,f,f,moderate,0.03
707,100,f,1,f,-33.92459566,151.2515976,Apartment,Private room,2,1,1,1,,,0,3,1125,4,100,10,10,10,10,10,10,f,f,flexible,0.37
708,95,t,3,t,-33.80438583,151.2863496,House,Private room,2,1,1,1,,50,0,2,1125,0,,,,,,,,f,f,strict,
709,250,f,2,f,-33.89008205,151.1710663,House,Entire home/apt,3,1,2,2,,,0,2,1125,0,,,,,,,,t,f,flexible,
710,430,f,1,t,-33.88251479,151.2207527,House,Entire home/apt,4,2,2,2,1000,120,0,4,1125,2,100,10,10,10,10,10,10,f,f,strict,0.08
711,110,f,1,t,-33.87909447,151.2245066,Apartment,Entire home/apt,4,2,2,2,300,120,0,3,1125,1,40,4,6,8,10,8,8,f,f,moderate,0.05
712,90,f,1,f,-33.75321552,151.2831653,Apartment,Entire home/apt,4,1.5,2,2,,35,0,2,31,3,87,9,8,9,9,9,8,f,f,flexible,0.17
713,275,f,1,f,-33.88686454,151.2807278,Apartment,Entire home/apt,5,1,2,2,,75,0,1,1125,21,95,10,10,10,10,10,9,t,f,flexible,1.34
714,44,f,4,t,-33.87943142,151.1955347,Apartment,Shared room,1,1,1,2,150,30,50,1,3,25,97,10,10,10,10,10,10,t,f,strict,4.87
715,55,f,1,t,-33.89542212,151.1696336,House,Private room,2,1,1,1,600,40,15,1,1125,0,,,,,,,,f,f,flexible,
716,160,t,10,t,-33.88599516,151.1978444,Apartment,Entire home/apt,4,1,1,2,350,0,20,7,120,59,96,10,10,10,10,10,9,t,f,strict,2.55
717,299,f,4,f,-33.87393982,151.2226411,Apartment,Entire home/apt,4,1,2,2,0,0,0,4,1125,0,,,,,,,,f,f,moderate,
718,335,f,15,t,-33.84633675,151.0722875,Apartment,Entire home/apt,5,2,2,3,500,120,50,3,59,6,93,10,10,10,10,9,10,f,f,strict,0.21
719,250,f,2,f,-33.88823517,151.2703332,Apartment,Entire home/apt,2,1,1,1,,,0,2,1125,9,98,10,10,10,10,10,10,f,f,strict,0.41
720,35,f,1,f,-33.87050164,151.2681209,Apartment,Private room,2,1,1,1,200,0,0,2,1125,1,100,10,10,10,10,10,10,f,f,moderate,0.08
721,300,f,1,t,-33.92999707,151.1528522,Apartment,Entire home/apt,3,1,2,2,0,200,0,5,1125,0,,,,,,,,f,f,moderate,
722,90,f,1,t,-33.85822861,151.1863121,Apartment,Entire home/apt,2,1,1,1,200,,0,7,34,4,80,8,8,9,10,10,8,f,f,moderate,0.13
723,287,f,27,t,-33.91196307,151.2119206,Apartment,Entire home/apt,8,2,3,4,0,190,0,2,1125,0,,,,,,,,t,f,strict,
